year,icpsr,state,stateabbr,chamber,district,party,adjusted.ada,adjusted.member.mean.ada,fullname
2009,20104,CALIFORNIA,CA,1,29,1,97.99453363,93.6150263,"SCHIFF, ADAM B."
2009,14280,CALIFORNIA,CA,1,30,1,97.99453363,100.897776,"WAXMAN, HENRY A."
2009,29316,CALIFORNIA,CA,1,31,1,97.99453363,99.86512125,"BECERRA, XAVIER"
2009,20106,CALIFORNIA,CA,1,33,1,97.99453363,89.46554388,"WATSON, DIANE"
2009,29317,CALIFORNIA,CA,1,34,1,97.99453363,101.9935372,"ROYBAL-ALLARD, LUCILLE"
2009,29106,CALIFORNIA,CA,1,35,1,88.72245394,98.97630796,"WATERS, MAXINE"
2009,29318,CALIFORNIA,CA,1,36,1,93.35849379,83.58272758,"HARMAN, JANE"
2009,20752,CALIFORNIA,CA,1,37,1,97.99453363,99.17874908,"RICHARDSON, LAURA"
2009,29903,CALIFORNIA,CA,1,38,1,93.35849379,100.710637,"NAPOLITANO, GRACE F."
2009,20310,CALIFORNIA,CA,1,39,1,84.0864141,100.9889946,"SANCHEZ, LINDA T."
2009,29321,CALIFORNIA,CA,1,40,2,5.273736747,10.41814214,"ROYCE, EDWARD R."
2009,14644,CALIFORNIA,CA,1,41,2,9.909776591,11.10904115,"LEWIS, JERRY"
2009,29905,CALIFORNIA,CA,1,42,2,9.909776591,6.489248915,"MILLER, GARY G."
2009,29942,CALIFORNIA,CA,1,43,1,88.72245394,90.49238151,"BACA, JOE"
2009,29323,CALIFORNIA,CA,1,44,2,14.54581644,8.036281452,"CALVERT, KEN"
2009,29775,CALIFORNIA,CA,1,45,2,33.08997581,21.50711819,"BONO MACK, MARY"
2009,15621,CALIFORNIA,CA,1,46,2,9.909776591,15.57418573,"ROHRABACHER, DANA"
2009,29709,CALIFORNIA,CA,1,47,1,88.72245394,92.1397829,"SANCHEZ, LORETTA"
2009,20539,CALIFORNIA,CA,1,48,2,14.54581644,14.19498049,"CAMPBELL, JOHN"
2009,20107,CALIFORNIA,CA,1,49,2,9.909776591,9.012189119,"ISSA, DARRELL E."
2009,29508,CALIFORNIA,CA,1,50,2,14.54581644,20.2970787,"BILBRAY, BRIAN P."
2009,29325,CALIFORNIA,CA,1,51,1,93.35849379,99.79344908,"FILNER, BOB"
2009,20963,CALIFORNIA,CA,1,52,2,9.909776591,11.70247829,"HUNTER, DUNCAN L. JR."
2009,20108,CALIFORNIA,CA,1,53,1,97.99453363,93.23359423,"DAVIS, SUSAN A."
2009,29710,COLORADO,CO,1,1,1,97.99453363,95.65845499,"DEGETTE, DIANA"
2009,20904,COLORADO,CO,1,2,1,93.35849379,91.27957955,"POLIS, JARED"
2009,20502,COLORADO,CO,1,3,1,84.0864141,77.2895769,"SALAZAR, JOHN"
2009,20905,COLORADO,CO,1,4,1,70.17829457,74.68135379,"MARKEY, BETSY"
2009,20704,COLORADO,CO,1,5,2,5.273736747,6.925298372,"LAMBORN, DOUG"
2009,20906,COLORADO,CO,1,6,2,9.909776591,12.55111985,"COFFMAN, MIKE"
2009,20705,COLORADO,CO,1,7,1,93.35849379,89.04747723,"PERLMUTTER, ED"
2009,29908,CONNECTICUT,CT,1,1,1,97.99453363,99.10338134,"LARSON, JOHN B."
2009,20706,CONNECTICUT,CT,1,2,1,93.35849379,92.64327333,"COURTNEY, JOE"
2009,29109,CONNECTICUT,CT,1,3,1,97.99453363,100.0659529,"DELAURO, ROSA L."
2009,20907,CONNECTICUT,CT,1,4,1,93.35849379,92.05212849,"HIMES, JIM"
2009,20707,CONNECTICUT,CT,1,5,1,97.99453363,96.40531746,"MURPHY, CHRISTOPHER S."
2009,29327,DELAWARE,DE,1,1,2,56.27017503,42.15787976,"CASTLE, MICHAEL N."
2009,20110,FLORIDA,FL,1,1,2,5.273736747,8.758131876,"MILLER, JEFF"
2009,29713,FLORIDA,FL,1,2,1,74.81433441,71.35145788,"BOYD, ALLEN"
2009,29328,FLORIDA,FL,1,3,1,97.99453363,96.17747427,"BROWN, CORRINE"
2009,20111,FLORIDA,FL,1,4,2,9.909776591,8.658065518,"CRENSHAW, ANDER"
2009,20313,FLORIDA,FL,1,5,2,19.18185628,17.00958617,"BROWN-WAITE, GINNY"
2009,15627,FLORIDA,FL,1,6,2,9.909776591,11.53520288,"STEARNS, CLIFF"
2009,29331,FLORIDA,FL,1,7,2,5.273736747,8.710524273,"MICA, JOHN L."
2009,20908,FLORIDA,FL,1,8,1,97.99453363,100.1008674,"GRAYSON, ALAN"
2009,20758,FLORIDA,FL,1,9,2,9.909776591,13.3614658,"BILIRAKIS, GUS"
2009,13047,FLORIDA,FL,1,10,2,19.18185628,16.74577088,"YOUNG, BILL C. W."
2009,20708,FLORIDA,FL,1,11,1,97.99453363,94.14123511,"CASTOR, KATHY"
2009,20113,FLORIDA,FL,1,12,2,9.909776591,8.190663486,"PUTNAM, ADAM H."
2009,20709,FLORIDA,FL,1,13,2,19.18185628,17.61095452,"BUCHANAN, VERN"
2009,20503,FLORIDA,FL,1,14,2,5.273736747,12.05126031,"MACK, CONNIE"
2009,20909,FLORIDA,FL,1,15,2,5.273736747,16.86217577,"POSEY, BILL"
2009,20910,FLORIDA,FL,1,16,2,9.909776591,8.823929835,"ROONEY, TOM"
2009,20358,FLORIDA,FL,1,17,1,93.35849379,91.92254774,"MEEK, KENDRICK B."
2009,15634,FLORIDA,FL,1,18,2,42.3620555,26.1558262,"ROS-LEHTINEN, ILEANA"
2009,29715,FLORIDA,FL,1,19,1,97.99453363,97.79760942,"WEXLER, ROBERT"
2009,20504,FLORIDA,FL,1,20,1,97.99453363,92.98621582,"WASSERMAN-SCHULTZ, DEBBIE"
2009,29336,FLORIDA,FL,1,21,2,46.99809535,27.46007483,"DIAZ-BALART, LINCOLN"
2009,20711,FLORIDA,FL,1,22,1,93.35849379,92.76138508,"KLEIN, RON"
2009,29337,FLORIDA,FL,1,23,1,93.35849379,93.55698525,"HASTINGS, ALCEE L."
2009,20911,FLORIDA,FL,1,24,1,79.45037426,81.67890331,"KOSMAS, SUZANNE M."
2009,20316,FLORIDA,FL,1,25,2,46.99809535,20.80155062,"DIAZ-BALART, MARIO"
2009,29338,GEORGIA,GA,1,1,2,9.909776591,9.546649752,"KINGSTON, JACK"
2009,29339,GEORGIA,GA,1,2,1,93.35849379,74.19320671,"BISHOP, SANFORD D. JR."
2009,20506,GEORGIA,GA,1,3,2,5.273736747,7.158999939,"WESTMORELAND, LYNN A."
2009,20712,GEORGIA,GA,1,4,1,93.35849379,97.20147472,"JOHNSON, HENRY C. JR."
2009,15431,GEORGIA,GA,1,5,1,84.0864141,99.34045846,"LEWIS, JOHN"
2009,20505,GEORGIA,GA,1,6,2,5.273736747,7.830197733,"PRICE, TOM"
2009,29341,GEORGIA,GA,1,7,2,5.273736747,5.793542215,"LINDER, JOHN"
2009,20317,GEORGIA,GA,1,8,1,51.63413519,57.48226543,"MARSHALL, JIM"
2009,99342,GEORGIA,GA,1,9,2,5.273736747,7.238921985,"DEAL, NATHAN"
2009,20753,GEORGIA,GA,1,10,2,5.273736747,16.09360666,"BROUN, PAUL C."
2009,20319,GEORGIA,GA,1,11,2,9.909776591,7.667595739,"GINGREY, PHIL"
2009,20507,GEORGIA,GA,1,12,1,74.81433441,55.89347952,"BARROW, JOHN"
2009,20321,GEORGIA,GA,1,13,1,93.35849379,86.45431941,"SCOTT, DAVID"
2009,15245,HAWAII,HI,1,1,1,97.99453363,98.56807361,"ABERCROMBIE, NEIL"
2009,20713,HAWAII,HI,1,2,1,97.99453363,96.93244149,"HIRONO, MAZIE K."
2009,20912,IDAHO,ID,1,1,1,51.63413519,53.60172575,"MINNICK, WALT"
2009,29910,IDAHO,ID,1,2,2,14.54581644,13.48030881,"SIMPSON, MIKE K."
2009,20115,ILLINOIS,IL,1,0,2,37.72601566,34.35821538,"KIRK, MARK"
2009,29346,ILLINOIS,IL,1,1,1,97.99453363,93.89822344,"RUSH, BOBBY L."
2009,29585,ILLINOIS,IL,1,2,1,88.72245394,101.985351,"JACKSON, JESSE L. JR."
2009,20508,ILLINOIS,IL,1,3,1,88.72245394,74.77394612,"LIPINSKI, DANIEL"
2009,29348,ILLINOIS,IL,1,4,1,97.99453363,97.66313348,"GUTIERREZ, LUIS V."
2009,20715,ILLINOIS,IL,1,6,2,5.273736747,8.691336909,"ROSKAM, PETER J."
2009,29717,ILLINOIS,IL,1,7,1,93.35849379,98.41541335,"DAVIS, DANNY K."
2009,20509,ILLINOIS,IL,1,8,1,84.0864141,73.37769225,"BEAN, MELISSA"
2009,29911,ILLINOIS,IL,1,9,1,97.99453363,102.7201834,"SCHAKOWSKY, JANICE D."
2009,20913,ILLINOIS,IL,1,11,1,84.0864141,83.99692323,"HALVORSON, DEBBIE"
2009,15453,ILLINOIS,IL,1,12,1,84.0864141,76.66867376,"COSTELLO, JERRY F."
2009,29912,ILLINOIS,IL,1,13,2,23.81789612,26.93807465,"BIGGERT, JUDY"
2009,20749,ILLINOIS,IL,1,14,1,79.45037426,79.42626177,"FOSTER, BILL"
2009,20116,ILLINOIS,IL,1,15,2,19.18185628,35.48300001,"JOHNSON, TIMOTHY V."
2009,29349,ILLINOIS,IL,1,16,2,9.909776591,10.56778908,"MANZULLO, DONALD A."
2009,20716,ILLINOIS,IL,1,17,1,88.72245394,95.47137068,"HARE, PHIL"
2009,20914,ILLINOIS,IL,1,18,2,9.909776591,10.25443553,"SCHOCK, AARON"
2009,29718,ILLINOIS,IL,1,19,2,9.909776591,12.5043569,"SHIMKUS, JOHN"
2009,15124,INDIANA,IN,1,1,1,88.72245394,91.06871318,"VISCLOSKY, PETER J."
2009,20717,INDIANA,IN,1,2,1,70.17829457,64.00154321,"DONNELLY, JOE"
2009,29519,INDIANA,IN,1,3,2,19.18185628,12.7518558,"SOUDER, MARK E."
2009,29350,INDIANA,IN,1,4,2,14.54581644,10.37686104,"BUYER, STEVE"
2009,15014,INDIANA,IN,1,5,2,9.909776591,9.152712019,"BURTON, DANNY L."
2009,20117,INDIANA,IN,1,6,2,5.273736747,7.954313615,"PENCE, MIKE"
2009,20757,INDIANA,IN,1,7,1,97.99453363,95.91727852,"CARSON, ANDRÉ"
2009,20718,INDIANA,IN,1,8,1,65.54225472,70.33134303,"ELLSWORTH, BRAD"
2009,29914,INDIANA,IN,1,9,1,74.81433441,79.40101308,"HILL, BARON P."
2009,20719,IOWA,IA,1,1,1,93.35849379,90.52897799,"BRALEY, BRUCE L."
2009,20720,IOWA,IA,1,2,1,93.35849379,86.72900075,"LOEBSACK, DAVID"
2009,29721,IOWA,IA,1,3,1,93.35849379,78.2535448,"BOSWELL, LEONARD L."
2009,29522,IOWA,IA,1,4,2,9.909776591,11.29821803,"LATHAM, TOM"
2009,20325,IOWA,IA,1,5,2,5.273736747,8.224657259,"KING, STEVE"
2009,29722,KANSAS,KS,1,1,2,9.909776591,13.27929024,"MORAN, JERRY"
2009,20915,KANSAS,KS,1,2,2,9.909776591,10.32983738,"JENKINS, LYNN"
2009,29915,KANSAS,KS,1,3,1,97.99453363,88.90431631,"MOORE, DENNIS"
2009,29524,KANSAS,KS,1,4,2,9.909776591,8.818418477,"TIAHRT, TODD"
2009,29525,KENTUCKY,KY,1,1,2,5.273736747,12.43043747,"WHITFIELD, EDWARD"
2009,20916,KENTUCKY,KY,1,2,2,14.54581644,10.20845831,"GUTHRIE, BRETT"
2009,20723,KENTUCKY,KY,1,3,1,97.99453363,100.9190587,"YARMUTH, JOHN A."
2009,20511,KENTUCKY,KY,1,4,2,9.909776591,9.000072333,"DAVIS, GEOFF"
2009,14854,KENTUCKY,KY,1,5,2,5.273736747,12.45036747,"ROGERS, HAROLD"
2009,20326,KENTUCKY,KY,1,6,1,79.45037426,74.12441037,"CHANDLER, BEN"
2009,20759,LOUISIANA,LA,1,1,2,5.273736747,7.67700246,"SCALISE, STEVE"
2009,20917,LOUISIANA,LA,1,2,2,46.99809535,48.92219616,"CAO, ANH"
2009,20513,LOUISIANA,LA,1,3,1,60.90621488,69.82131077,"MELANCON, CHARLIE"
2009,20918,LOUISIANA,LA,1,4,2,5.273736747,12.50725612,"FLEMING, JOHN"
2009,90327,LOUISIANA,LA,1,5,2,5.273736747,9.710468402,"ALEXANDER, RODNEY"
2009,20919,LOUISIANA,LA,1,6,2,23.81789612,14.03508309,"CASSIDY, BILL"
2009,20514,LOUISIANA,LA,1,7,2,9.909776591,9.573675523,"BOUSTANY, CHARLES JR."
2009,20920,MAINE,ME,1,1,1,97.99453363,102.8423324,"PINGREE, CHELLIE"
2009,20328,MAINE,ME,1,2,1,88.72245394,92.05974148,"MICHAUD, MICHAEL H."
2009,20921,MARYLAND,MD,1,1,1,70.17829457,62.87380544,"KRATOVIL, FRANK JR."
2009,20329,MARYLAND,MD,1,2,1,88.72245394,84.97481389,"RUPPERSBERGER, C. A. DUTC"
2009,20724,MARYLAND,MD,1,3,1,97.99453363,102.2284003,"SARBANES, JOHN P."
2009,20763,MARYLAND,MD,1,4,1,97.99453363,103.5402562,"EDWARDS, DONNA"
2009,14873,MARYLAND,MD,1,5,1,97.99453363,91.01724247,"HOYER, STENY H."
2009,29356,MARYLAND,MD,1,6,2,9.909776591,13.742174,"BARTLETT, ROSCOE G."
2009,29587,MARYLAND,MD,1,7,1,97.99453363,101.3503656,"CUMMINGS, ELIJAH E."
2009,20330,MARYLAND,MD,1,8,1,97.99453363,97.78043766,"VAN HOLLEN, CHRIS"
2009,29123,MASSACHUSETTS,MA,1,1,1,97.99453363,101.3489917,"OLVER, JOHN W."
2009,15616,MASSACHUSETTS,MA,1,2,1,93.35849379,94.95343573,"NEAL, RICHARD E."
2009,29729,MASSACHUSETTS,MA,1,3,1,97.99453363,103.7800668,"MCGOVERN, JAMES P."
2009,14824,MASSACHUSETTS,MA,1,4,1,97.99453363,104.4088891,"FRANK, BARNEY"
2009,20754,MASSACHUSETTS,MA,1,5,1,93.35849379,98.94145047,"TSONGAS, NIKI"
2009,29730,MASSACHUSETTS,MA,1,6,1,93.35849379,102.1722157,"TIERNEY, JOHN F."
2009,14435,MASSACHUSETTS,MA,1,7,1,97.99453363,101.9478416,"MARKEY, EDWARD J."
2009,29919,MASSACHUSETTS,MA,1,8,1,93.35849379,101.3621484,"CAPUANO, MICHAEL E."
2009,20119,MASSACHUSETTS,MA,1,9,1,88.72245394,93.02152259,"LYNCH, STEPHEN F."
2009,29731,MASSACHUSETTS,MA,1,10,1,97.99453363,94.90613626,"DELAHUNT, WILLIAM D."
2009,29360,MICHIGAN,MI,1,1,1,74.81433441,84.07043193,"STUPAK, BART"
2009,29361,MICHIGAN,MI,1,2,2,14.54581644,13.82026808,"HOEKSTRA, PETER"
2009,29362,MICHIGAN,MI,1,3,2,23.81789612,26.21993777,"EHLERS, VERNON J."
2009,29124,MICHIGAN,MI,1,4,2,19.18185628,12.0847231,"CAMP, DAVE"
2009,14430,MICHIGAN,MI,1,5,1,88.72245394,96.18510934,"KILDEE, DALE E."
2009,15446,MICHIGAN,MI,1,6,2,33.08997581,24.52139559,"UPTON, FRED"
2009,20922,MICHIGAN,MI,1,7,1,97.99453363,95.67400234,"SCHAUER, MARK"
2009,20120,MICHIGAN,MI,1,8,2,14.54581644,11.07802869,"ROGERS, MIKE"
2009,20923,MICHIGAN,MI,1,9,1,93.35849379,84.18697685,"PETERS, GARY"
2009,20331,MICHIGAN,MI,1,10,2,28.45393597,17.02103675,"MILLER, CANDICE S."
2009,20332,MICHIGAN,MI,1,11,2,23.81789612,21.27116946,"MCCOTTER, THADDEUS G."
2009,15033,MICHIGAN,MI,1,12,1,88.72245394,97.26820486,"LEVIN, SANDER M."
2009,29733,MICHIGAN,MI,1,13,1,97.99453363,97.67124296,"KILPATRICK, CAROLYN C."
2009,10713,MICHIGAN,MI,1,14,1,84.0864141,98.32990267,"CONYERS, JOHN, JR."
2009,2605,MICHIGAN,MI,1,15,1,93.35849379,86.28271202,"DINGELL, JOHN DAVID JR."
2009,20726,MINNESOTA,MN,1,1,1,97.99453363,84.95933281,"WALZ, TIMOTHY J."
2009,20333,MINNESOTA,MN,1,2,2,9.909776591,7.56419044,"KLINE, JOHN"
2009,20924,MINNESOTA,MN,1,3,2,14.54581644,9.486221241,"PAULSEN, ERIK"
2009,20122,MINNESOTA,MN,1,4,1,97.99453363,99.1892566,"MCCOLLUM, BETTY"
2009,20727,MINNESOTA,MN,1,5,1,93.35849379,104.5102476,"ELLISON, KEITH"
2009,20728,MINNESOTA,MN,1,6,2,5.273736747,5.835097108,"BACHMANN, MICHELE"
2009,29127,MINNESOTA,MN,1,7,1,56.27017503,56.36643996,"PETERSON, COLLIN C."
2009,14265,MINNESOTA,MN,1,8,1,84.0864141,92.62938949,"OBERSTAR, JAMES L."
2009,20761,MISSISSIPPI,MS,1,1,1,56.27017503,48.83521666,"CHILDERS, TRAVIS"
2009,29368,MISSISSIPPI,MS,1,2,1,93.35849379,96.25226371,"THOMPSON, BENNIE G."
2009,20925,MISSISSIPPI,MS,1,3,2,5.273736747,8.883875496,"HARPER, GREGG"
2009,15637,MISSISSIPPI,MS,1,4,1,37.72601566,45.25323869,"TAYLOR, GENE"
2009,20147,MISSOURI,MO,1,1,1,97.99453363,97.77038074,"CLAY, WILLIAM (LACY)"
2009,20123,MISSOURI,MO,1,2,2,5.273736747,6.374348696,"AKIN, W. TODD"
2009,20516,MISSOURI,MO,1,3,1,97.99453363,93.56123748,"CARNAHAN, RUSS"
2009,14451,MISSOURI,MO,1,4,1,70.17829457,50.91153041,"SKELTON, IKE"
2009,20517,MISSOURI,MO,1,5,1,93.35849379,98.89507394,"CLEAVER, EMANUEL II"
2009,20124,MISSOURI,MO,1,6,2,5.273736747,12.63104892,"GRAVES, SAM"
2009,29735,MISSOURI,MO,1,7,2,9.909776591,8.918240104,"BLUNT, ROY"
2009,29736,MISSOURI,MO,1,8,2,14.54581644,19.95981625,"EMERSON, JO ANN"
2009,20926,MISSOURI,MO,1,9,2,9.909776591,8.823929835,"LUETKEMEYER, BLAINE"
2009,20125,MONTANA,MT,1,1,2,19.18185628,16.57144099,"REHBERG, DENNIS R."
2009,20518,NEBRASKA,NE,1,1,2,9.909776591,15.80158636,"FORTENBERRY, JEFF"
2009,29921,NEBRASKA,NE,1,2,2,19.18185628,9.494454441,"TERRY, LEE"
2009,20729,NEBRASKA,NE,1,3,2,5.273736747,7.671289082,"SMITH, ADRIAN"
2009,29922,NEVADA,NV,1,1,1,97.99453363,87.79492321,"BERKLEY, SHELLEY"
2009,20730,NEVADA,NV,1,2,2,9.909776591,17.643748,"HELLER, DEAN"
2009,20927,NEVADA,NV,1,3,1,93.35849379,85.99962805,"TITUS, DINA"
2009,20731,NEW HAMPSHIRE,NH,1,1,1,93.35849379,89.30414496,"SHEA-PORTER, CAROL"
2009,20732,NEW HAMPSHIRE,NH,1,2,1,93.35849379,91.44191705,"HODES, PAUL W."
2009,29132,NEW JERSEY,NJ,1,1,1,97.99453363,86.25132805,"ANDREWS, ROBERT E."
2009,29539,NEW JERSEY,NJ,1,2,2,37.72601566,34.57249175,"LOBIONDO, FRANK A."
2009,20928,NEW JERSEY,NJ,1,3,1,84.0864141,72.18937488,"ADLER, JOHN"
2009,14863,NEW JERSEY,NJ,1,4,2,33.08997581,41.12005657,"SMITH, CHRISTOPHER H."
2009,20336,NEW JERSEY,NJ,1,5,2,5.273736747,11.72146748,"GARRETT, SCOTT"
2009,15454,NEW JERSEY,NJ,1,6,1,93.35849379,96.14278122,"PALLONE, FRANK JR."
2009,20929,NEW JERSEY,NJ,1,7,2,42.3620555,19.26290114,"LANCE, LEONARD"
2009,29741,NEW JERSEY,NJ,1,8,1,88.72245394,93.64852103,"PASCRELL, WILLIAM JR. (BI"
2009,29742,NEW JERSEY,NJ,1,9,1,97.99453363,94.76227803,"ROTHMAN, STEVEN R."
2009,15619,NEW JERSEY,NJ,1,10,1,97.99453363,98.26063514,"PAYNE, DONALD M."
2009,29541,NEW JERSEY,NJ,1,11,2,19.18185628,23.32037998,"FRELINGHUYSEN, RODNEY P."
2009,29923,NEW JERSEY,NJ,1,12,1,97.99453363,98.73707454,"HOLT, RUSH D."
2009,20542,NEW JERSEY,NJ,1,13,1,97.99453363,89.53449596,"SIRES, ALBIO"
2009,20930,NEW MEXICO,NM,1,1,1,97.99453363,92.69199124,"HEINRICH, MARTIN"
2009,20931,NEW MEXICO,NM,1,2,1,56.27017503,65.36578436,"TEAGUE, HARRY"
2009,20932,NEW MEXICO,NM,1,3,1,97.99453363,98.42434884,"LUJAN, BEN RAY"
2009,20338,NEW YORK,NY,1,1,1,97.99453363,90.08100862,"BISHOP, TIMOTHY H."
2009,20129,NEW YORK,NY,1,2,1,93.35849379,91.03153208,"ISRAEL, STEVE"
2009,29375,NEW YORK,NY,1,3,2,23.81789612,20.13420762,"KING, PETER T."
2009,29744,NEW YORK,NY,1,4,1,93.35849379,87.52976569,"MCCARTHY, CAROLYN"
2009,15000,NEW YORK,NY,1,5,1,97.99453363,94.44279006,"ACKERMAN, GARY L."
2009,29776,NEW YORK,NY,1,6,1,97.99453363,91.86340742,"MEEKS, GREGORY W."
2009,29925,NEW YORK,NY,1,7,1,97.99453363,96.89830749,"CROWLEY, JOSEPH"
2009,29377,NEW YORK,NY,1,8,1,93.35849379,104.0247762,"NADLER, JERROLD"
2009,29926,NEW YORK,NY,1,9,1,97.99453363,98.91540774,"WEINER, ANTHONY D."
2009,15072,NEW YORK,NY,1,10,1,97.99453363,94.15419108,"TOWNS, EDOLPHUS"
2009,20733,NEW YORK,NY,1,11,1,97.99453363,100.4771889,"CLARKE, YVETTE D."
2009,29378,NEW YORK,NY,1,12,1,97.99453363,102.0465019,"VELAZQUEZ, NYDIA M."
2009,20933,NEW YORK,NY,1,13,1,93.35849379,76.82541472,"MCMAHON, MICHAEL E."
2009,29379,NEW YORK,NY,1,14,1,93.35849379,97.1944295,"MALONEY, CAROLYN B."
2009,13035,NEW YORK,NY,1,15,1,93.35849379,100.5137902,"RANGEL, CHARLES B."
2009,29134,NEW YORK,NY,1,16,1,97.99453363,101.5906364,"SERRANO, JOSÉ E."
2009,15603,NEW YORK,NY,1,17,1,97.99453363,97.76422217,"ENGEL, ELIOT L."
2009,15612,NEW YORK,NY,1,18,1,97.99453363,97.58555154,"LOWEY, NITA M."
2009,20734,NEW YORK,NY,1,19,1,97.99453363,97.55666848,"HALL, JOHN J."
2009,20934,NEW YORK,NY,1,21,1,97.99453363,103.5304217,"TONKO, PAUL"
2009,29380,NEW YORK,NY,1,22,1,97.99453363,100.7716594,"HINCHEY, MAURICE D."
2009,20736,NEW YORK,NY,1,24,1,84.0864141,86.76238746,"ARCURI, MICHAEL A."
2009,20935,NEW YORK,NY,1,25,1,97.99453363,84.12478914,"MAFFEI, DAN"
2009,20936,NEW YORK,NY,1,26,2,23.81789612,23.16303852,"LEE, CHRISTOPHER"
2009,20519,NEW YORK,NY,1,27,1,97.99453363,93.33584536,"HIGGINS, BRIAN"
